Date,Ethereum,Bitcoin Cash ,Litecoin,Bitcoin
"Nov 23, 2015",0.946969,,3.12,323.05
"Nov 22, 2015",0.968018,,3.14,324.54
"Nov 21, 2015",0.97614,,3.15,326.93
"Nov 20, 2015",0.92492,,3.12,322.02
"Nov 19, 2015",0.955532,,3.13,326.15
"Nov 18, 2015",0.993319,,3.19,334.59
"Nov 17, 2015",1.01,,3.2,335.09
"Nov 16, 2015",0.928962,,3.19,330.75
"Nov 15, 2015",0.906368,,3.07,320.17
"Nov 14, 2015",0.888812,,3.19,332.91
"Nov 13, 2015",0.904096,,3.23,336.75
"Nov 12, 2015",0.895711,,3.28,338.15
"Nov 11, 2015",0.791829,,2.97,311.08
"Nov 10, 2015",0.934348,,3.12,336.82
"Nov 09, 2015",0.999278,,3.4,380.26
"Nov 08, 2015",1.03,,3.42,373.37
"Nov 07, 2015",0.927974,,3.6,386.48
"Nov 06, 2015",0.926032,,3.55,374.47
"Nov 05, 2015",0.895637,,3.96,386.35
"Nov 04, 2015",0.89905,,4.23,411.56
"Nov 03, 2015",1.01,,4.59,403.42
"Nov 02, 2015",0.989789,,4.16,361.19
"Nov 01, 2015",1.06,,3.96,325.43
"Oct 31, 2015",0.916627,,3.8,314.17
"Oct 30, 2015",1.04,,4.06,328.02
"Oct 29, 2015",1.21,,3.78,313.86
"Oct 28, 2015",1,,3.1,304.62
"Oct 27, 2015",0.869641,,3.09,293.79
"Oct 26, 2015",0.731317,,3.1,285.3
"Oct 25, 2015",0.616039,,3.07,283.68
"Oct 24, 2015",0.56359,,3.1,281.65
"Oct 23, 2015",0.539657,,3.11,276.5
"Oct 22, 2015",0.567702,,3.11,274.02
"Oct 21, 2015",0.447329,,3.08,266.27
"Oct 20, 2015",0.434829,,3.09,269.46
"Oct 19, 2015",0.489014,,3.05,263.44
"Oct 18, 2015",0.517734,,3.02,261.64
"Oct 17, 2015",0.547178,,3.07,270.64
"Oct 16, 2015",0.536495,,3.11,262.87
"Oct 15, 2015",0.561878,,3.1,254.32
"Oct 14, 2015",0.522968,,3.14,251.99
"Oct 13, 2015",0.607655,,3.18,249.51
"Oct 12, 2015",0.62603,,3.14,245.31
"Oct 11, 2015",0.634963,,3.15,247.05
"Oct 10, 2015",0.627857,,3.11,244.94
"Oct 09, 2015",0.650628,,3.11,243.93
"Oct 08, 2015",0.621716,,3.06,242.3
"Oct 07, 2015",0.609388,,3.06,242.97
"Oct 06, 2015",0.650645,,3.15,246.06
"Oct 05, 2015",0.628643,,3.02,240.38
"Oct 04, 2015",0.668379,,3.01,238.26
"Oct 03, 2015",0.687171,,3.03,238.73
"Oct 02, 2015",0.678574,,2.99,237.29
"Oct 01, 2015",0.690215,,3,237.55
"Sep 30, 2015",0.738644,,3.01,236.06
"Sep 29, 2015",0.661146,,2.97,236.69
"Sep 28, 2015",0.582886,,3.07,239.14
"Sep 27, 2015",0.720839,,2.87,232.76
"Sep 26, 2015",0.785964,,2.89,234.34
"Sep 25, 2015",0.736223,,2.89,235.14
"Sep 24, 2015",0.81361,,2.93,234.53
"Sep 23, 2015",0.893406,,2.87,230.28
"Sep 22, 2015",0.901796,,2.84,230.62
"Sep 21, 2015",0.919047,,2.8,227.09
"Sep 20, 2015",0.938445,,2.85,231.21
"Sep 19, 2015",0.882391,,2.87,231.49
"Sep 18, 2015",0.853685,,2.96,232.98
"Sep 17, 2015",0.874231,,2.91,229.81
"Sep 16, 2015",0.907175,,2.8,229.09
"Sep 15, 2015",0.94441,,2.82,230.3
"Sep 14, 2015",0.875622,,2.84,230.64
"Sep 13, 2015",0.936003,,2.82,230.51
"Sep 12, 2015",1.04,,2.83,235.23
"Sep 11, 2015",0.982978,,2.96,240.11
"Sep 10, 2015",1.17,,2.95,238.48
"Sep 09, 2015",1.21,,2.92,238.17
"Sep 08, 2015",1.24,,3.05,243.61
"Sep 07, 2015",1.25,,3.05,239.85
"Sep 06, 2015",1.3,,3.05,239.84
"Sep 05, 2015",1.34,,2.92,235.02
"Sep 04, 2015",1.27,,2.7,230.3
"Sep 03, 2015",1.26,,2.63,227.18
"Sep 02, 2015",1.29,,2.8,229.28
"Sep 01, 2015",1.35,,2.82,228.12
"Aug 31, 2015",1.36,,2.84,230.06
"Aug 30, 2015",1.32,,2.85,228.76
"Aug 29, 2015",1.18,,2.88,229.78
"Aug 28, 2015",1.19,,2.91,231.4
"Aug 27, 2015",1.15,,2.87,224.77
"Aug 26, 2015",1.16,,2.95,225.83
"Aug 25, 2015",1.14,,2.94,221.61
"Aug 24, 2015",1.23,,2.99,210.49
"Aug 23, 2015",1.35,,3.39,228.17
"Aug 22, 2015",1.38,,3.51,230.39
"Aug 21, 2015",1.4,,3.57,232.57
"Aug 20, 2015",1.46,,3.61,235.35
"Aug 19, 2015",1.26,,3.48,226.68
"Aug 18, 2015",1.09,,3.47,211.08
"Aug 17, 2015",1.2,,3.98,257.98
"Aug 16, 2015",1.57,,3.95,258.51
"Aug 15, 2015",1.69,,3.93,261.55
"Aug 14, 2015",1.83,,4.03,265.68
"Aug 13, 2015",1.83,,3.88,264.08
"Aug 12, 2015",1.22,,3.99,266.38
"Aug 11, 2015",1.07,,4.16,270.39
"Aug 10, 2015",0.708448,,3.95,264.47
"Aug 09, 2015",0.701897,,3.9,265.08
